administrative_code,name,official_name,admin_area,city_level,geonames_id,feature_code,population,longitude,latitude
2915,Baia de Arieş,BAIA DE ARIEŞ,阿尔巴县,oras,685834,PPLA2,4566,23.281150,46.380450
1348,Blaj,BLAJ,阿尔巴县,municipiu,684612,PPLA2,20371,23.915780,46.175080
1696,Cugir,CUGIR,阿尔巴县,oras,679995,PPLA2,24734,23.369980,45.836510
1455,Câmpeni,CÂMPENI,阿尔巴县,oras,681876,PPLA2,7932,23.050000,46.366670
1794,Ocna Mureş,OCNA MUREŞ,阿尔巴县,oras,672024,PPLA2,15316,23.850000,46.383330
1874,Sebeş,SEBEŞ,阿尔巴县,municipiu,667526,PPLA2,27246,23.571000,45.956460
8096,Teiuş,TEIUŞ,阿尔巴县,oras,665318,PPLA2,7112,23.683330,46.200000
1936,Zlatna,ZLATNA,阿尔巴县,oras,662161,PPLA2,8393,23.231620,46.106330
13668,Costeşti,COSTEŞTI,阿尔杰什县,oras,680581,PPLA2,10654,24.883330,44.666670
13622,Curtea de Argeş,CURTEA DE ARGEŞ,阿尔杰什县,municipiu,679907,PPLA2,32178,24.674090,45.134220
13490,Câmpulung,CÂMPULUNG,阿尔杰什县,municipiu,681850,PPLA2,0,25.050000,45.266670
13301,Mioveni,MIOVENI,阿尔杰什县,oras,7733099,PPLA2,29062,24.941980,44.959050
13169,Piteşti,PITEŞTI,阿尔杰什县,municipiu,670609,PPLA,141275,24.866670,44.850000
13757,Topoloveni,TOPOLOVENI,阿尔杰什县,oras,664729,PPLA2,11039,25.083330,44.816670
13392,Ştefăneşti,ŞTEFĂNEŞTI,阿尔杰什县,oras,666235,PPLA2,12837,24.949610,44.865060
9262,Arad,ARAD,阿拉德县,municipiu,686254,PPLA,169065,21.316670,46.183330
9459,Chişineu-Criş,CHIŞINEU-CRIŞ,阿拉德县,oras,682009,PPL,8171,21.518440,46.525090
9495,Curtici,CURTICI,阿拉德县,oras,679901,PPLA2,9615,21.300000,46.350000
9538,Ineu,INEU,阿拉德县,oras,675606,PPLA2,10051,21.840480,46.433720
9574,Lipova,LIPOVA,阿拉德县,oras,674733,PPLA2,11041,21.696280,46.090850
9627,Nădlac,NĂDLAC,阿拉德县,oras,672546,PPLA2,8067,20.750000,46.166670
11584,Pecica,PECICA,阿拉德县,oras,668552,PPLA2,12804,21.066670,46.166670
9654,Pâncota,PÂNCOTA,阿拉德县,oras,670794,PPLA2,7133,21.700000,46.333330
9690,Sebiş,SEBIŞ,阿拉德县,oras,667515,PPLA2,6168,22.116670,46.366670
12091,Sântana,SÂNTANA,阿拉德县,oras,666936,PPLA2,12706,21.500000,46.350000
