administrative_code,name,official_name,admin_area,city_level,geonames_id,feature_code,population,longitude,latitude
61813,Razlog,Разлог,布拉戈耶夫格勒州,official_town,727689,PPL,12486,23.467140,41.886300
65334,Sandanski,Сандански,布拉戈耶夫格勒州,official_town,727447,PPL,28510,23.283330,41.566670
66460,Simitli,Симитли,布拉戈耶夫格勒州,official_town,727212,PPL,6729,23.116670,41.883330
77058,Hadzhidimovo,Хаджидимово,布拉戈耶夫格勒州,official_town,730464,PPL,3167,23.868610,41.522220
87338,Yakoruda,Якоруда,布拉戈耶夫格勒州,official_town,725586,PPL,6008,23.684170,42.025280
02837,Batak,Батак,帕扎尔吉克州,official_town,733433,PPLA2,3917,24.218330,41.943070
03592,Belovo,Белово,帕扎尔吉克州,official_town,733286,PPL,4155,24.017330,42.213950
06207,Bratsigovo,Брацигово,帕扎尔吉克州,official_town,732924,PPL,4577,24.375570,42.023910
10450,Velingrad,Велинград,帕扎尔吉克州,official_town,725988,PPLA2,20286,23.991550,42.027540
10820,Vetren,Ветрен,帕扎尔吉克州,official_town,725930,PPL,0,24.046380,42.280070
38844,Kostandovo,Костандово,帕扎尔吉克州,official_town,730103,PPL,0,24.110450,42.024380
55155,Pazardzhik,Пазарджик,帕扎尔吉克州,official_town,728378,PPLA,55220,24.333180,42.199340
55302,Panagyurishte,Панагюрище,帕扎尔吉克州,official_town,728448,PPLA2,19389,24.190210,42.495180
56277,Peshtera,Пещера,帕扎尔吉克州,official_town,728317,PPLA2,18676,24.299950,42.033720
62004,Rakitovo,Ракитово,帕扎尔吉克州,official_town,727801,PPLA2,8376,24.087300,41.990120
66264,Septemvri,Септември,帕扎尔吉克州,official_town,727354,PPLA2,8071,24.118540,42.220160
69835,Strelcha,Стрелча,帕扎尔吉克州,official_town,726723,PPL,4545,24.316670,42.500000
70648,Sarnitsa,Сърница,帕扎尔吉克州,official_town,726612,PPLA2,3511,24.024350,41.738350
07702,Byala Slatina,Бяла Слатина,弗拉察州,official_town,732704,PPL,10282,23.933330,43.466670
12259,Vratsa,Враца,弗拉察州,official_town,725712,PPLA,49569,23.563120,43.210520
37798,Kozloduy,Козлодуй,弗拉察州,official_town,730013,PPLA2,11331,23.730010,43.776910
39846,Krivodol,Криводол,弗拉察州,official_town,729909,PPL,3651,23.484440,43.374440
47714,Mezdra,Мездра,弗拉察州,official_town,729134,PPL,11975,23.714150,43.144800
48043,Mizia,Мизия,弗拉察州,official_town,729040,PPLA2,3712,23.853710,43.686230
54020,Oryahovo,Оряхово,弗拉察州,official_town,728565,PPLA2,5007,23.958740,43.738050
62997,Roman,Роман,弗拉察州,official_town,727598,PPL,3571,23.916670,43.150000
05284,Bolyarovo,Болярово,扬博尔州,official_town,733092,PPL,1368,26.810220,42.148680
27382,Elhovo,Елхово,扬博尔州,official_town,731670,PPL,10424,26.566670,42.166670
69660,Straldzha,Стралджа,扬博尔州,official_town,726748,PPL,5817,26.683330,42.600000
87374,Yambol,Ямбол,扬博尔州,official_town,725578,PPLA,63656,26.500060,42.482430
30065,Zavet,Завет,拉兹格勒州,official_town,725435,PPLA2,3589,26.680630,43.760360
32874,Isperih,Исперих,拉兹格勒州,official_town,730866,PPL,9735,26.833330,43.716670
40422,Kubrat,Кубрат,拉兹格勒州,official_town,729839,PPLA2,8980,26.500630,43.796580
44166,Loznitsa,Лозница,拉兹格勒州,official_town,729530,PPL,2971,26.600000,43.366670
61710,Razgrad,Разград,拉兹格勒州,official_town,727696,PPLA,28931,26.518490,43.533310
77308,Tsar Kaloyan,Цар Калоян,拉兹格勒州,official_town,730415,PPL,3994,26.250000,43.616670
36779,Kermen,Кермен,斯利文州,official_town,730478,PPL,2222,26.250000,42.500000
39030,Kotel,Котел,斯利文州,official_town,730073,PPL,6421,26.450000,42.883330
51809,Nova Zagora,Нова Загора,斯利文州,official_town,728742,PPL,23625,26.016670,42.483330
67338,Sliven,Сливен,斯利文州,official_town,727079,PPLA,83740,26.325580,42.686070
72165,Tvarditsa,Твърдица,斯利文州,official_town,726130,PPL,6519,25.900000,42.700000
15944,Shivachevo,Шивачево,斯利文州,official_town,727261,PPL,0,26.033330,42.683330
20465,Devin,Девин,斯莫梁州,official_town,732285,PPL,7393,24.400030,41.743270
23025,Dospat,Доспат,斯莫梁州,official_town,732015,PPLA2,2802,24.158570,41.644620
31111,Zlatograd,Златоград,斯莫梁州,official_town,725271,PPLA2,7331,25.096050,41.379500
